summary,topic,title,date,translated_text
"On Tuesday, 5 January, Moldova was convicted by the European Court of Human Rights (ECHR) in Strasbourg of torturing a young man suspected of theft.","europe europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe,",Moldova convicted of torture by the ECHR,05/01/2010,"On Tuesday, 5 January, Moldova was convicted by the European Court of Human Rights (ECHR) in Strasbourg of torturing a young man suspected of theft. Aurel Paduret, now 30, was a student at the time of the incident on 31 March 2000."
It will welcome hundreds of thousands of visitors from all over China and neighbouring countries.,Asia-Pacific,"The Harbin Festival, full of ice and distraction",05/01/2010,"M the mag Who's really Ricky Strauss, the boss of Disney+? Investigation Article reserved for our subscribers From ""Charlie"" to ""yellow jackets"", the lost pride of the national police The era Article reserved for our subscribers ""I've joined him and we'll be a couple to the end"" Recipes from around the world Three-tiered salad: Thomas Grunberg's recipe"
"With the purchase of the Quattro platform, which would amount to 275 million dollars (190 million euros), Apple intends to compete with Google.",technologies,Apple acquires advertising control over mobile phones,05/01/2010,"Mobile advertising is another theatre of rivalry between the two giants Google and Apple. , Apple acquired, on Monday, January 4, the advertising platform specialized in smartphones, Quattro. According to the specialized site All Things Digital, the amount of the buyout would amount to 275 million dollars (190 million euros)."
The first Council of Ministers of 2010 was held on Tuesday at the Elysée.,Tele-zapping,"Youpi, it's the political turnaround!",05/01/2010,"M the mag Who's really Ricky Strauss, the boss of Disney+? Investigation Article reserved for our subscribers From ""Charlie"" to ""yellow jackets"", the lost pride of the national police The era Article reserved for our subscribers ""I've joined him and we'll be a couple to the end"" Recipes from around the world Three-tiered salad: Thomas Grunberg's recipe"
This represents a 33 per cent increase over 2008.,currentite-medias,"In 2009, 121 journalists were killed worldwide",05/01/2010,"Journalists killed in 25 countries in 2009 were ""a record number"", up 33% from 2008, according to statistics released Tuesday by the Geneva-based NGO Press Emblem Campaign (PEC). ""2009 was a black year for the world's media,"" PEC Secretary-General Blaise Lempen said in a press release."
"The Greens and the Communist Party, on the other hand, make autonomous lists for the first round of elections.",Political,Regional: Jean-Paul Huchon presents a broad list with Robert Hue,05/01/2010,"On Tuesday, 5 January, Jean-Paul Huchon (PS), president of the Île-de-France Regional Council, which will hold a third term in March, presented a list of ""broad assembly"" at the first round of regional elections with his ""partners"" from the MRC, the PRG and the Progressive United Movement of Robert Hue (ex-PCF)."
"The annual animal census began Tuesday in UK zoos, including the famous London Zoo.",Planets,"At the London Zoo, it's time for the annual inventory",05/01/2010,"M the mag Who's really Ricky Strauss, the boss of Disney+? Investigation Article reserved for our subscribers From ""Charlie"" to ""yellow jackets"", the lost pride of the national police The era Article reserved for our subscribers ""I've joined him and we'll be a couple to the end"" Recipes from around the world Three-tiered salad: Thomas Grunberg's recipe"
"The life of Jonas, the father of a family, changes as a result of a road accident. He visits the woman who was driving the car that punctured his own, whom he finds in the hospital in a coma and assumes the role of his former lover. Amnesic at his awakening, she accepts to resume a life with him. But the former lover, a dangerous psychopath, reappears. This banal story of adultery, buried in sordid details and without tail or",cinema,"""""""Just Another Love Story"""": love as a resuscitation unit""",05/01/2010,"In the present: the life of Jonas, an autopsy photographer and father of a family, changes as a result of a road accident when he chooses to visit the young woman who was driving the car that hit his. She is plunged into a deep coma. Convinced by seeing him arrive that he was their daughter's lover, the victim's parents don't let him deny it, and Jonas ends up taking the role. Why? My"
"For her beginnings behind the camera, actress Drew Barrymore settles in the middle of the ""roller derby"", a team sport on wheels that is practiced in the room. Initiating this brutal game, Bliss, 17 years old, who spent his life pushed by his mother to compete for beauty prizes, reveals herself. The idea of opposing the vulgarity of beauty contests to that of these girls who bang each other on the circuit was good. But Drew Barrymore",cinema,"""""""Bliss"""": as on wheels""",05/01/2010,"For her beginnings behind the camera, actress Drew Barrymore settles in Texas, in the midst of the ""roller derby"", a team sport on rollers that is practiced in the room from the cement."
The story of a German composer who returns to Rome where he was born to die can be read as a manic parable about the history of cinema in its relation to the past century.,cinema,"""""""Nocturnes for the King of Rome"""": mobile phone element""",05/01/2010,"This film will probably disconcert all those who know, and appreciate, the ordinary way of Jean-Charles Fitoussi, who, unfortunately, too discreetly, imposed himself with his first two feature films - Les jours où je nexiste pas (2002) and Je ne suis pas mort (2008) - as one of the youngest French filmmakers most inventive and original."
"The company had, in 2009, claimed consumers for amounts not collected the previous year because of a ""human error"".",Economy,"GDF Suez to compensate 4,000 inhabitants of Oise for €500,000",05/01/2010,"The energy group GDF Suez and its gas distribution subsidiary GrDF will compensate 4,000 inhabitants of Oise, who had received salaried invoices in 2009 as a result of errors in their meter statements, the companies concerned announced on Tuesday. GDF Suez and GrDF will pay 125 euros to each of the inhabitants concerned, for a total of 500 000 euros, following the recommendations made by the Energy Ombudsman at the end of December."
"A salesman in a bedding store, a slightly left-handed single who has come up with the idea of adopting a Chinese baby falls in love with the fantasy girl of a tonitruant richard with a grim past. A nonchalant comedy, where a sometimes surreal humour, a nothing Marx Brothers, sides with the absurd. With Paul Dano, the mute ado of ""Little Miss Sunshine"", the charming singer Zooey Deschanel, and the inexhaustible John Goodman.",cinema,"""""""Gigantic"""": a romantic comedy not like the others""",05/01/2010,"Is it possible today, when you are an American quadragenarian, to make cinematic comedy, not boiled according to the old recipes of Hollywood conformism, that is not contaminated by the poaching spirit of Judd Apatow and the Farrelly brothers? The first film of this graduate of English literature and art history announces this good news."
"Thomas Sotinel, film critic at ""Monde"", presents ""Agora"" the new film by Alejandro Amenábar with Rachel Weisz, Max Minghella, Oscar Isaac...",cinema,"""""""Agora"""", """"a story ignored by cinema""""""",05/01/2010,"M the mag Who's really Ricky Strauss, the boss of Disney+? Investigation Article reserved for our subscribers From ""Charlie"" to ""yellow jackets"", the lost pride of the national police The era Article reserved for our subscribers ""I've joined him and we'll be a couple to the end"" Recipes from around the world Three-tiered salad: Thomas Grunberg's recipe"
"For his first film, Ounie Lecomte draws from his own history the material of a poetic film.",cinema,"""""""A new life"""": from abandonment to adoption, a child's life""",05/01/2010,"Seoul, 1975. Jinhee is 9 years old. Focused on her thirty meters (she is not very tall), the first images reflect the absolute happiness of the girl to be with her father: sitting on her bicycle, facing him in the restaurant. Ounie Lecomte does not show the adult, she films a state of mind, a feeling of childish excitement. She will do so until the end."
"Cain and Abel, Jacob and Esaü: Christopher Zalla grabs hold of the Bible and writes an urban and raging film.",cinema,"""""""Padre nuestro"""": false brothers, true liars""",05/01/2010,"The Bible is an inexhaustible reservoir of stories. It was by praising three of them (the rivalry between Cain and Abel, the covenant between Jacob and Esaü, the parable of the prodigal son) that Christopher Zalla, an American born in Kenya, imagined the story of these two young Mexicans who meet in a truck carrying illegal immigrants to New York."
"Born in 1954 in New Zealand, she is the only woman to win the Palme d'Or at the Cannes Film Festival (in 1986 for her short film ""Peel"", in 1993 for ""La Leçon de piano"").",cinema,"""""""This is one of the first great true love stories""""""",05/01/2010,"Born in 1954 in New Zealand, the only woman to win the Palme d'Or at the Cannes Film Festival (in 1986 for her short film Peel, in 1993 for Leçon de piano), Jane Campion dedicated a film to the writer Janet Frame (Un ange à ma table, 1990) and adapted Henry James (Portrait de femme, 1993)."
"From the idyll between poet John Keats and Fanny Brawne, Jane Campion makes a sensual and immediate film.",cinema,"""""""Bright Star"""": the poignant resurrection of romantic passion""",05/01/2010,"In two centuries, the term ""romantic"" has had time to deal with contradictions, which have ridiculed or neutralized it. In Bright Star, there is a physicist poet, a frustrated love and flowers, even fields of flowers. Jane Campion's film makes these pictures their dignity of poetic images, their dramatic strength, their sensuality, their violence."
"In a recent opinion, the Consumer Safety Commission (CSC) recalled some rules on the use of cabins to limit the number of accidents.",You,Securing cabins,05/01/2010,"In a recent opinion, the Consumer Safety Commission (CSC) recalled a few rules for the use of cable cars to limit the number of accidents: not to use footrests as a seat in back-to-back cabins, not to move unnecessarily in the back-to-back cabins. Also, beware of the windows of cable cars: in 2008, a skier had fallen to his death after squatting against a wooden window."
"The town of 18,000 inhabitants is home to two high-class establishments, Bareiss and Traube.",You,"Baiersbronn, a haven of star restaurants in the heart of the Black Forest",05/01/2010,"Since Guy Ochsenbein and his wife discovered the Bareiss Hotel in Baiersbronn, in the heart of the Black Forest in Baden-Württemberg, a decade ago, they have stayed there about 40 times. ""Starting from Taverny (Val-d'Oise) on Sunday at 9 a.m., we arrive around 3 p.m., and we leave the following Saturday,"" he says."
"The TGI of Paris found ""irregular"" the FIA's decision to write off for life the former director of the Renault team.",Sport in the United Kingdom,Formula 1: Justice annuls Flavio Briatore's life sentence,05/01/2010,"Flavio Briatore, who was permanently banned from Formula 1 on 21 September by the World Motor Sport Council after the crashgate case, has had his conviction quashed by the Paris Court of First Instance, which ruled on Tuesday 5 January that the decision taken by the automotive authorities was ""irregular"". Mr Briatore, who was claiming 1 million euros from the International Automobile Federation (IAF), was awarded only 15,000 euros in damages."
Twenty-two sled drivers from all over Europe (including four French) and 350 dogs - real marathoners of the snow - will start on January 10 from Avoriaz (High Savoy) for the sixth Great Odyssea Savoie-Mont-Blanc.,You,Odyssey in the Alps,05/01/2010,"A race worthy of the greatest mythical crossings, launched in 2005 by the adventurer Nicolas Vanier and the mountaineer Henry Kam. Also a very technical race: during this ten-day journey through the French and Swiss Alps, the competitors will have to cover 1,000 kilometres, a total of 25,000 metres of altitude, seven times the ascent of Mont Blanc from Chamonix!"
"Sweden, where 60 per cent of the population had been vaccinated, had half as many deaths as neighbouring countries.",epidemic-flu-a,"With 60 per cent of its population vaccinated, Sweden ranks far ahead of most other countries.",05/01/2010,"Germany ordered 50 million vaccines against influenza A (H1N1) in July 2009. Since the end of October, 7.1 million Germans, or nearly 15% of the population, have been immunised. The organisation of the campaign varies by region. Some states entrust vaccination to city doctors, others to health centres. Due to the low spread of the epidemic, the federal government wants to start negotiations with the pharmaceutical groups."
"The cancellations concern three laboratories: 32 million doses for GSK, the most affected, 11 million doses for Sanofi-Pasteur and 7 million doses for Novartis.",epidemic-flu-a,Negotiations have been initiated with the laboratories,05/01/2010,"The letter, dated Monday, 4 January, was addressed by the Public Health Emergency Response Agency (EPRUS) to GlaxoSmithKline (GSK), one of the four laboratories supplying France with influenza A (H1N1) vaccines: ""Under the general rules applicable to administrative contracts, EPRUS is obliged to unilaterally change the volumes of vaccine doses,"" it states, followed by an explanation:"
The management of the pandemic is the subject of much criticism and a request for a commission of inquiry.,epidemic-flu-a,Government Reviews Influenza Strategy A,05/01/2010,"Health Minister Roselyne Bachelot announced on TF1 on Monday 4 January that orders for 50 million doses of vaccines, more than half of the 94 million reserved by France, had been cancelled."
The Somali perpetrator of the attack is said to be linked to terrorist networks.,"europe europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe,",Danish parties want tougher laws on foreigners after attempted murder of cartoonist,05/01/2010,"Following the attempted murder of Danish cartoonist Kurt Westergaard, author of a 2005 cartoon of Muhammad, on Friday, 1 January, by a Somali linked to terrorist networks, the Danish extreme right has demanded a tougher policy towards foreigners."
"The two parties are fighting over the future of public finances, which have been hit hard by the recession.","europe europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe,",Legislation in the United Kingdom: Labour and Tories open hostilities,05/01/2010,"The date of the next UK parliamentary elections, to be held by June, is not yet known. But, with the new year, the two main candidates - Gordon Brown for Labour and David Cameron for the Conservative Party, which all polls show to be the winner - have gone into the campaign. On Monday, 4 January, the Tory leader presented his programme for the National Health Service (NHS) - the public health service - and activists glued the first posters."
Baghdad will file a new complaint against the employees of the security firm.,Middle East,"""Iraq 'rejects' the relaxation of Blackwater guards by American justice""",05/01/2010,"""We will not give up our right to punish this firm,"" Nouri Al-Maliki, head of the Iraqi government, officially ""rejected"" Thursday's decision by a US federal judge to drop the prosecution of five guards of the private security firm Blackwater, accused of killing 14 Iraqi civilians, and announced the filing of a new murder complaint in the United States and before the Iraqi courts."
"For fear of penalizing the Iranian opposition, the United States no longer talks about trade retaliation.",. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,Washington downgrades sanctions against Iran,05/01/2010,"Although Tehran did not seize President Obama's extended hand until the end of 2009, the White House, referring to the massive street mobilization in Iran against the regime's deviations, appears to have abandoned the tough sanctions it had threatened Tehran with, as demanded by France and the United Kingdom."
"A renowned religious and philosopher, he was the first Iranian religious intellectual to be imprisoned in his country in 1999.",Middle East,"""""""The Iranians no longer want a dictatorship in the name of religion""""""",05/01/2010,"Mohsen Kadivar is currently an associate professor at Duke University (North Carolina) in the United States. A religious and renowned philosopher, he was the first Iranian religious intellectual to be imprisoned in 1999 in his country. He will remain in Evin Prison in Tehran for 18 months for criticizing Supreme Leader Ali Khamenei and the abuse of the death penalty in a regime he dares to call the ""Islamic Kingdom""."
"Assaults on Indian students are on the rise, dismissing them from Australian schools.",Asia-Pacific,"After killing a young Indian, Australia seeks reassurance from India",05/01/2010,"India's Ministry of Foreign Affairs, Somanahalli Mallaiah Krishna, called on the government on Monday to swiftly shed light on the murder of an Indian in Australia. Nitin Garg, a 21-year-old man who had just completed his studies in Australia where he had obtained permanent residence, was stabbed on Saturday in Melbourne as he was on his way to work. The murder revived the controversy over the safety of Indian nationals and provoked anger in New Delhi."
"The perpetrator of the suicide attack, a Jordanian doctor, was in fact working for Al-Qaida.",Asia-Pacific,"""In Afghanistan, seven CIA agents killed by their """"eyes""""""",05/01/2010,"A few days after the deaths of seven CIA operatives in a suicide bombing in Afghanistan, it appears that the perpetrator was a double agent who had succeeded in gaining the trust of his US counterparts. The attacker was identified as a Jordanian doctor who had been killed in a suicide bombing in Afghanistan."
"Although taboo, homosexuality is tolerated throughout Indonesia, except in some regions where strict Islam is practised.",Asia-Pacific,"With the exception of Aceh, Indonesia tolerates homosexuality.",05/01/2010,"In the semi-autonomous province of Aceh, northern Sumatra, Sharia law, adopted in 2001, imposes heavy penalties on Muslims who break religious rules. A police force, created to enforce the new Islamic Penal Code, tracks misconduct such as infidelity, gambling, alcohol consumption, non-conforming dress codes or deviant sexual practices. In Aceh, homosexual acts are punishable by eight years' imprisonment, 100 lashes and a fine."
"In Java, a hairdressing salon turns into a mosque for gays and transsexuals in the evening, a refuge from discrimination.",Asia-Pacific,Gays and Muslims? Come and pray,05/01/2010,"By day, it is a hairdressing salon open in a narrow street of Notoyudan, a suburb of Yogyakarta located in the center of the island of Java. By night, the décor changes. In the main room, mirrors are hidden behind large embroidered sheets, carpeting is covered with carpets, and near the shampoo bins, velvet curtains and a poster of Mecca grace cool orange walls."
"From Hollywood to Tehran, from big machines to authorial films, the first half of the year promises to be rich.",cinema,"""From 'Wall Street 2' to 'Socialism', the most anticipated films of early 2010""",05/01/2010,"This year's releases are first of all about the films noted in 2009 in the festivals: Lebanon, by Samuel Maoz, Lion d'Or in Venice (the war in Lebanon seen by an Israeli tank, released on February 3rd), Mother, by Bong Joon-ho (Korean thriller on a murdered high school girl, released on January 27th), Lola, by"
"Criticized after the assassination of a governor, the government resumed the military initiative.",American,"In Colombia, the armed forces are conducting an offensive against FARC",05/01/2010,"The army is launching an offensive against guerrillas in central and southern Colombia. On Sunday, 3 January, it announced the dismantling of two FARC (extreme left) camps in the departments of Putumayo (south) and Meta (centre). The offensive began on 1 January, with the bombing and attack on two FARC bases with a capacity of 200 fighters, on the border between Meta and Gua departments."
Odesipeg relies on the cultivation of rubber to develop farmers' incomes.,"Andorra, Australia, Austria, Belgium, Bosnia and Herzegovina, Bulgaria, Canada, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Greece, Hungary, Iceland, Ireland, Israel, Italy, Japan, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Marshall Islands, Micronesia (Federated States of), Monaco, Netherlands, New Zealand, Norway, Palau, Poland, Portugal, Republic of Korea, Republic of Moldova, Romania, San Marino, Serbia and Montenegro, Slovakia, Slovenia, Spain, Sweden, Switzerland, the former Yugoslav Republic of Macedonia, Turkey, Ukraine, United Kingdom of Great Britain and Northern Ireland, United States of America","In Guinea, an NGO wants to help the country get out of subsistence agriculture",05/01/2010,"On this burning Saturday of December 2009, the hundreds of villagers do not stand under the mango tree in the square of Doumbouya, a poor market village 50 kilometres east of Conakry. The rays of the sun darken the colorful owls of the women wisely aligned on plastic chairs. The men silently sip their sodas in the shade of the branches."
Nestlé of Switzerland promptly used part of its cagnotte.,Economy,Agri-Food: Nestlé buys Kraft pizzas and drops Cadbury offer,05/01/2010,"Following the sale of 52% of the capital of Alcon's ophthalmological products to its compatriot Novartis for $28 billion (€19.7 billion), the world leader in the agri-food industry announced on Tuesday, January 5, the purchase in cash of $3.7 billion of frozen pizzas in the United States and Canada from the American Kraft Foods, an acquisition that should enable the Swiss group to become the first player in the frozen pizza market in the United States."
The electronic chips on bank cards have not recognized the new year 2010.,"europe europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe, europe,",A bug blocks 30 million bank cards in Germany,05/01/2010,"Nearly 30 million euro-Czech (EC) bank cards, or nearly half of those distributed by German savings banks and regional banks, were still out of use on Tuesday 5 January due to a 2010 bug, according to the industry federation."
"The Novartis pharmaceutical group is offering only $153 per share to acquire the 23 per cent of Alcon's capital held by the small shareholders, while it is offering $180 to Nestlé to acquire its 52 per cent interest in the ophthalmology specialist.","The Committee recommends that the State party take all appropriate measures to ensure the full implementation of the present recommendations, inter alia, by transmitting them to the members of the Council of Ministers, the Parliament, the Parliamentary Assembly, the National Assembly, the Senate, the National Assembly, the Parliamentary Assembly of the Republic of Moldova, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly",Alcon’s small shareholders are also entitled to their share of the pie,05/01/2010,"The Novartis pharmaceutical group is offering only $153 per share to capture 23% of Alcon's capital held by the small shareholders, while it is offering $180 to Nestlé to acquire its 52% stake in the ophthalmology specialist. Minority shareholders do not really have a say, but this will not prevent them from demanding better treatment."
The football club Manchester United is making superhuman efforts to avoid receiving a red card financially.,Sport in the United Kingdom,Manchester United caught in a dreadful financial trap,05/01/2010,"The football club Manchester United (United Kingdom) is making superhuman efforts to avoid receiving a red card financially. In 2005, the Glazer family, who came from the United States, had to take out a payment in kind (PIK) loan - literally ""repayment in kind"" - in addition to a classic bank loan, in order to acquire this flower of the English Premier League."
She wondered whether the chain would be transferred to the Fund in 2006.,"The Committee recommends that the State party take all appropriate measures to ensure the full implementation of the present recommendations, inter alia, by transmitting them to the members of the Council of Ministers, the Parliament, the Parliamentary Assembly, the National Assembly, the Senate, the National Assembly, the Parliamentary Assembly of the Republic of Moldova, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly",Belgian justice takes an interest in Quick's sale by billionaire Albert Frère,05/01/2010,"Belgian businessman Albert Frère will have to be ""accountable"" in the Quick case, as the Belgian press has been saying for several days, Christian de Valkeneer, the king's deputy prosecutor in Charleroi, confirmed to the Monde in mid-December that he had joined a complaint against X for ""false and misuse"" filed on 22 July 2009 by a French businessman, Jean-Marie Kuhn, who had been in conflict with the Belgian billionaire for years."
"China was spared a drop in the global volume of M&A in 2009, despite blockades by some countries of target companies.",Economy,Chinese firms continue to buy abroad,05/01/2010,"Chinese firms continued to purchase foreign companies at a steady pace in 2009, with a few large operations - in the oil sector in particular, including Sinopec's offer of Addax Petroleum in Switzerland - keeping the overall volume of acquisitions at $46 billion (€32.1 billion), roughly the same as in 2008 ($50 billion), but much higher than in previous years, according to the 2009 M&A study published by the International Chamber of Commerce (ICC)."
"Registrations reached 2.27 million units, the highest number since 1990.",Economy,"The car premium doubled in 2009, but its next expiry will lead to a drop in the market in 2010",05/01/2010,"The French automotive market has been saved in 2009 thanks to this enormous cocktail.In total, new passenger car registrations reached 2.27 million in 2009 (+ 10.7% compared to 2008), according to figures published on Monday 4 January by the Comité des constructeurs français d'automobiles (CCFA), a level never reached since 1990."
The group launched a €3.1 billion gas project in November 2009.,Economy,"Despite the risks, Total continues to produce in Yemen",05/01/2010,"The French embassy in Yemen announced on Monday 4 January that it was closing its premises due to terrorist risks, but Total continues to produce.The oil group, which is piloting a gas project worth more than €3 billion, does not wish to comment on the safety of its facilities, nor on the safety of the 5,000 people, mostly Yemenis, working for it in Marib, in the centre of the country, and at the Balhaf liquefaction plant on the southern coast of the country."
"Although some signs have been cautious with the crisis, stocks remain high and nearly 12 million French will try to take advantage of this period of promotion on the Internet.","The Committee recommends that the State party take all appropriate measures to ensure the full implementation of the present recommendations, inter alia, by transmitting them to the members of the Council of Ministers, the Parliament, the Parliamentary Assembly, the National Assembly, the Senate, the National Assembly, the Parliamentary Assembly of the Republic of Moldova, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the European Union, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly of the Council of Europe, the Parliamentary Assembly",Balances open after sharp decline in garment sales,05/01/2010,"The late cold wave comes at the right time for winter sales enthusiasts, who start at 8 a.m. on Wednesday, January 6 for five weeks. The rush is all the more expected in stores as garment sales were catastrophic in 2009, dropping 9% in the third quarter and could reach 4% for the year as a whole, according to the French Fashion Institute (IFM)."
"The 500,000 sales of old dwellings have finally passed the threshold, and their value will ultimately have fallen by only 8%.",Economy,Real estate: recovery in activity in the second half of 2009 limited fall in prices,05/01/2010,"More fear than harm for notaries, real estate agents and developers. 2009 is a better-than-expected year: 557,000 sales of old housing were made as of September 30, according to the estimates of the General Council for the Environment and Sustainable Development (CGEDD), a structure linked to the Ministry of Ecology. This is far from the record of 2006 (831 000 sales), but the symbolic bar of 500 000 transactions has been crossed, defeating pessimistic forecasts, especially those of notaries."
"There is little doubt that Burj Dubai belongs to the combat architecture, to the urban sprawl, that it does not (or does not yet) belong to the ordinary world of cities.",Economy,"Real technical prowess, the building is built on sand and steel pillars",05/01/2010,"828 meters, this is the height (including the antenna) of Burj Dubai, announced on January 4 at the inauguration of this at least unusual tower, since it exceeds Taipei 101, its little sister of Taiwan (508 meters) by 300 meters. That Burj Dubai belongs to the combat architecture, to the urban swell, that it does not belong (or not yet) to the ordinary world of cities, there is little doubt."
"As Burj Dubai, the world's tallest skyscraper, opens, elsewhere, construction stops.",Economy,The crisis is wiping out giant tower projects,05/01/2010,"""Burj Dubai, with its 828 meters, will remain for a long time, the tallest building in the world; at least until 2020,"" predicts Georges Binder, a tower specialist who maintains a database.With its $1.5 billion (€1 billion) cost, 1,000 luxury suites, offices, swimming pools, fitness centers, library, cigar club, restaurant on the 124th floor with panoramic views, is it Dubai's last real estate madness?"
"A censored carbon tax, controversies over H1N1 influenza, regional elections... François Fillon's team is facing increasing difficulties.",Political,Ministers barely make it back to government,05/01/2010,"Despite the bad news, the abolition of the carbon tax and the emerging controversy over the management of influenza A, François Fillon has asked his team in Matignon to ""continue (...) with our way of doing things"". The Prime Minister does not intend to change his style, a discretion that has finally worked so well for him since his appointment in Matignon. Never since the beginning of the five-year term has the head of government found himself so strong."
"In January, the Senate conducted a comparative study in six European countries.","The Committee recommends that the State party take all necessary measures to ensure the full implementation of the present recommendations, inter alia, by transmitting them to the members of the Council of Ministers, the Parliament, the Parliamentary Assembly and the National Assembly, for appropriate consideration and further action.",Police custody in France is an exception in Europe,05/01/2010,"A study of comparative Senate legislation in six European countries (Germany, England, Belgium, Denmark, Spain and Italy), released on Monday, 4 January, highlights the isolation of French practices on two important points: the scope of police custody and the presence of lawyers."
"According to a study of comparative legislation carried out by the Senate, covering six European countries: Belgium, Denmark, Germany, Italy, Spain and the United Kingdom, France is characterized by a system of police custody which is not limited to the presumption of serious offences and which, as far as the presence of a lawyer is concerned, shows little respect for the rights of defendants.",Ideas,Triste exception,05/01/2010,"According to a study of comparative legislation carried out by the Senate, which covers six European countries: Germany, Great Britain, Belgium, Denmark, Spain and Italy, France is characterized by a system of police custody which is not limited to the presumption of serious offences and which, in terms of the presence of a lawyer, has little respect for the rights of defendants."
"Nicolas Sarkozy's reform is facing several difficulties, which the Minister of Justice is trying to resolve by gradually unveiling the outlines of her draft law on criminal procedure. Michèle Alliot-Marie's mission is to carry out this reform without affecting the status of the prosecution service.","The Committee recommends that the State party take all necessary measures to ensure the full implementation of the present recommendations, inter alia, by transmitting them to the members of the Council of Ministers, the Parliament, the Parliamentary Assembly and the National Assembly, for appropriate consideration and further action.",Justice reform: the government's puzzle,05/01/2010,"""In 2010, we will reform our justice system so that it better protects freedoms and is more attentive to victims."" Nicolas Sarkozy's presidential wish to the French people on 31 December 2009 faces several difficulties, which Justice Minister Michèle Alliot-Marie is trying to resolve by gradually unveiling the broad outlines of her reform of criminal procedure, as she did on Monday, 4 January, in front of the Bar Training School in Paris."
"Glaxosmithkline was to deliver another 32 million doses, Sanofi-Pasteur 11 million and Novartis 7 million.",epidemic-flu-a,Vaccines: will France have to pay penalties?,05/01/2010,"With a 1.48 per cent decline in midday equity at the Paris Stock Exchange, Sanofi-Aventis Laboratory went through a serious air hole on Tuesday, January 5, after France cancelled an order for 50 million doses of influenza A vaccines, including 11 million made by Sanofi Pasteur. A hard blow also fell to Swiss Novartis and American Glaxosmithkline (GSK), also major suppliers of vaccines."
